47,94,16-Sep-07,1000,11,Garden & Tools,18
48,4,22-Mar-04,1307,17,clothing,2
49,60,22-Sep-06,3871,2,stationary,6
50,71,31-Dec-02,1000,20,Home Services,15
51,53,11-Jun-05,1000,21,Beauty Products,11
52,81,27-Jan-06,1000,11,Grocery,10
53,40,16-Nov-09,0,22,Prime Photos And Prints,23
54,79,4-May-13,1000,24,Beauty Products,11
55,32,7-Sep-04,1000,9,Automotive,16
56,82,24-Jan-12,3642,13,Gift,8
57,92,18-Jan-13,1000,4,Garden & Tools,18
58,75,28-Sep-16,2140,21,stationary,6
59,18,1-Sep-02,2498,5,clothing,2
60,83,19-Feb-03,0,14,Fire TV,24
61,63,26-Apr-09,1000,5,Mobile Accessories,20
62,58,27-Aug-08,1000,2,Handmade Craft,13
63,42,27-Jun-05,1236,20,Gift,8
64,9,3-Aug-05,24204,16,sport n fitness,5
65,49,7-Jan-03,1000,20,Home Services,15
66,10,10-Jan-01,1000,19,Credit And Payment Products,17
67,43,14-Nov-14,1000,17,Garden & Tools,18
68,70,22-Nov-07,1000,11,Grocery,10
69,79,29-Feb-00,29697,6,sport n fitness,5
70,73,2-Feb-11,1217,20,home n kitchen,7
71,95,14-Mar-16,1000,8,Crokery,14
72,59,24-Feb-11,1000,14,Mobile Accessories,20
73,19,12-Oct-13,1000,11,Crokery,14
74,19,19-Oct-06,1506,18,home n kitchen,7
75,91,26-May-07,1000,11,Movies & Music,19
76,69,28-Aug-17,1000,6,Automotive,16
77,51,13-Apr-10,22253,6,sport n fitness,5
78,11,4-May-03,2547,16,clothing,2
79,1,18-Jan-13,0,20,Amazon Video,25
80,14,19-Mar-07,1000,12,Beauty Products,11
81,98,6-Mar-17,2219,7,footware,3
82,19,7-Jan-15,1000,25,Home Services,15
83,63,14-Oct-13,19430,11,Electronics,1
84,8,8-May-14,179,18,toys n games,4
85,76,24-Mar-12,28899,10,Electronics,1
86,48,9-Sep-17,1000,10,Mobile Accessories,20
87,20,8-May-00,1000,16,Beauty Products,11
88,32,13-Aug-07,0,18,Appstore For Android,22
89,44,9-Oct-12,3074,12,Gift,8
90,90,12-May-08,1000,15,Handmade Craft,13
91,25,24-Nov-14,1000,18,Handmade Craft,13
92,4,11-Mar-17,1000,21,Grocery,10
93,71,18-Feb-01,1000,20,Jewelry,12
94,77,8-Aug-16,17113,8,sport n fitness,5
95,4,27-Sep-03,3468,8,stationary,6
96,29,15-May-06,1808,15,clothing,2
97,39,4-Sep-13,931,2,home n kitchen,7
98,73,25-May-11,34412,25,Electronics,1
99,87,1-Jun-09,15919,15,sport n fitness,5
100,55,28-Dec-09,131,10,toys n games,4
101,77,25-Nov-04,1000,3,Mobile Accessories,20
102,39,14-Feb-01,1000,7,Mobile Accessories,20
103,60,28-Mar-12,1000,19,Kindle E-Readers & Books,9
104,55,5-Feb-08,0,4,Travel Accessories,21
105,91,14-Nov-07,2170,16,clothing,2
106,18,24-Jun-04,0,8,Fire TV,24
107,21,12-Jan-00,1000,12,Handmade Craft,13
108,95,23-Feb-11,0,23,Prime Photos And Prints,23
109,8,19-Jul-11,2103,6,clothing,2
110,47,14-Jul-05,1000,16,Garden & Tools,18
111,60,4-Mar-03,1000,19,Beauty Products,11
112,42,21-Dec-04,26826,15,Electronics,1
113,76,18-Sep-13,1000,21,Kindle E-Readers & Books,9
114,93,28-Sep-17,1000,6,Home Services,15
115,35,23-Jul-06,1000,14,Grocery,10
116,31,20-Jul-15,1000,9,Jewelry,12
117,82,4-Dec-01,953,14,home n kitchen,7
118,79,19-Dec-09,0,7,Fire TV,24
119,47,9-Sep-07,32612,18,Electronics,1
120,2,13-Jan-07,1000,9,Beauty Products,11
121,95,10-Jan-11,1000,22,Garden & Tools,18
122,37,28-Dec-05,0,12,Prime Photos And Prints,23
123,74,6-Sep-14,1000,16,Credit And Payment Products,17
124,23,28-Oct-01,0,10,Prime Photos And Prints,23
125,19,10-Dec-14,3259,18,stationary,6
126,87,31-Jan-03,1759,8,clothing,2
127,8,11-Apr-14,858,4,home n kitchen,7
128,34,19-Jul-10,2526,20,stationary,6
129,23,9-Apr-11,1000,3,Movies & Music,19
130,43,14-Apr-13,1000,2,Handmade Craft,13
131,92,10-Oct-07,0,14,Appstore For Android,22
132,42,14-Aug-02,1000,12,Automotive,16
133,21,9-Aug-02,1508,16,home n kitchen,7
134,19,14-Aug-05,1973,3,footware,3
135,18,6-May-14,2626,8,footware,3
136,53,9-Jul-06,1000,12,Beauty Products,11
137,97,22-Jan-05,1000,12,Jewelry,12
138,87,31-Aug-07,1000,11,Grocery,10
139,80,1-Aug-03,0,23,Prime Photos And Prints,23
140,94,28-Aug-09,1000,2,Kindle E-Readers & Books,9
141,32,26-Mar-13,1000,11,Automotive,16
142,58,8-Feb-03,484,8,toys n games,4
143,50,23-Oct-11,2449,24,home n kitchen,7
144,58,17-Jan-13,1000,23,Automotive,16
145,26,13-Oct-09,1000,14,Jewelry,12
146,6,9-Nov-15,0,8,Prime Photos And Prints,23
147,41,27-Jun-13,18403,24,sport n fitness,5
148,65,2-Nov-10,0,9,Prime Photos And Prints,23
149,41,30-Dec-01,1000,23,Movies & Music,19
150,89,7-Aug-07,1422,8,footware,3
151,36,10-Jan-11,0,7,Travel Accessories,21
152,32,3-Oct-00,0,9,Fire TV,24
153,87,10-Sep-01,1000,8,Mobile Accessories,20
154,56,18-Jun-01,1000,16,Jewelry,12
155,4,25-Mar-11,1000,7,Movies & Music,19
156,62,2-Feb-12,1000,24,Crokery,14
157,14,29-May-01,1000,9,Movies & Music,19
158,3,1-Sep-04,1000,19,Grocery,10
159,44,17-Feb-14,0,21,Travel Accessories,21
160,36,20-Aug-04,15718,4,sport n fitness,5
161,95,1-Aug-16,15447,8,sport n fitness,5
162,17,9-Dec-16,0,22,Travel Accessories,21
163,46,7-Nov-00,0,2,Fire TV,24
164,87,10-Nov-00,1000,8,Movies & Music,19
165,59,16-Dec-14,1000,20,Beauty Products,11
166,26,9-Mar-07,1000,18,Beauty Products,11
167,25,30-Sep-05,1000,13,Grocery,10
168,83,5-Jul-11,2251,5,home n kitchen,7
169,51,9-Aug-04,26812,8,sport n fitness,5
170,63,16-Oct-03,0,9,Amazon Video,25
171,39,29-Jan-01,452,11,toys n games,4
172,12,20-Jan-03,0,14,Travel Accessories,21
173,68,24-Jul-01,1000,24,Mobile Accessories,20
174,25,20-Sep-12,1000,11,Automotive,16
175,74,16-Mar-02,1000,7,Automotive,16
176,57,15-Mar-13,1000,16,Automotive,16
177,50,28-Apr-00,1449,1,Gift,8
178,40,16-Jan-01,1000,23,Crokery,14
179,21,4-Jan-17,1000,2,Grocery,10
180,3,20-Aug-16,0,11,Prime Photos And Prints,23
181,29,2-Oct-01,1000,23,Crokery,14
182,10,20-Oct-04,0,7,Appstore For Android,22
183,66,26-Mar-16,2270,16,clothing,2
184,44,11-Jun-16,1000,6,Crokery,14
185,23,15-Jun-04,186,20,toys n games,4
186,42,23-Dec-16,29449,9,sport n fitness,5
187,62,21-Jul-13,1000,7,Mobile Accessories,20
188,58,7-Jun-05,1000,5,Movies & Music,19
189,79,30-Sep-08,1604,13,clothing,2
190,78,10-Jan-10,1000,11,Mobile Accessories,20
191,7,13-Jun-10,2887,13,home n kitchen,7
192,36,1-Sep-00,1000,2,Beauty Products,11
193,80,31-Aug-07,4952,4,Gift,8
194,49,8-Jan-04,0,8,Amazon Video,25
195,83,17-Aug-06,0,21,Fire TV,24
196,82,2-Apr-05,1000,12,Mobile Accessories,20
197,21,31-May-01,1599,20,Gift,8
198,53,7-Sep-11,1000,16,Credit And Payment Products,17
199,28,17-Apr-01,0,19,Appstore For Android,22
200,70,3-Dec-16,2254,20,stationary,6
201,36,16-Apr-07,915,16,home n kitchen,7
202,35,3-Nov-08,1410,22,stationary,6
203,34,3-Mar-15,1000,19,Handmade Craft,13
204,59,14-Feb-03,1000,13,Grocery,10
205,31,29-Aug-09,1000,15,Credit And Payment Products,17
206,8,12-Apr-00,1000,5,Handmade Craft,13
207,24,25-Sep-10,0,21,Prime Photos And Prints,23
208,68,3-Jan-02,1000,5,Movies & Music,19
209,38,7-Aug-11,0,15,Appstore For Android,22
210,4,26-Apr-13,1000,9,Credit And Payment Products,17
211,78,3-Apr-16,1000,17,Automotive,16
212,5,3-Jun-13,0,2,Fire TV,24
213,71,26-Jan-13,2008,11,stationary,6
214,43,8-Sep-12,1000,18,Home Services,15
215,61,7-Feb-02,1580,23,Gift,8
216,84,16-Sep-04,1000,13,Crokery,14
217,22,12-Dec-02,1000,22,Mobile Accessories,20
218,3,1-Sep-13,0,5,Fire TV,24
219,43,23-Aug-16,0,8,Appstore For Android,22
220,9,25-Dec-14,1181,5,clothing,2
221,73,31-Mar-15,2396,8,clothing,2
222,16,5-Apr-15,1000,20,Grocery,10
223,38,9-Mar-14,2323,24,home n kitchen,7
224,67,11-Jan-13,0,18,Amazon Video,25
225,97,3-Oct-11,1000,15,Mobile Accessories,20
226,7,11-May-02,1786,15,footware,3
227,41,8-Sep-11,1000,20,Grocery,10
228,62,3-Jul-06,22915,25,sport n fitness,5
229,6,9-Aug-03,1000,3,Garden & Tools,18
230,44,2-May-05,1000,8,Crokery,14
231,87,12-Nov-07,1000,19,Jewelry,12
232,84,21-May-14,1000,21,Kindle E-Readers & Books,9
233,66,13-Mar-09,0,19,Amazon Video,25
234,28,28-Jan-15,2066,8,stationary,6
235,87,17-Apr-09,0,20,Amazon Video,25
236,60,16-Nov-09,1000,6,Garden & Tools,18
237,2,21-Jul-01,1000,1,Jewelry,12
238,7,27-Nov-11,3810,8,Gift,8
239,13,17-Aug-15,2822,18,clothing,2
240,83,25-Mar-17,1000,8,Beauty Products,11
241,76,6-Jan-05,1289,23,clothing,2
242,52,5-Jul-16,2135,24,clothing,2
243,3,13-Jun-16,1000,10,Credit And Payment Products,17
244,22,3-Jan-16,1000,17,Home Services,15
245,10,26-Aug-01,34143,22,Electronics,1
246,38,10-Apr-06,1000,24,Movies & Music,19
247,5,9-Jul-01,2273,9,footware,3
248,38,21-Jul-01,1000,17,Credit And Payment Products,17
249,53,10-Aug-01,1139,3,footware,3
250,29,3-Nov-04,1855,5,Gift,8
251,83,10-Mar-03,0,13,Travel Accessories,21
252,77,15-Jan-03,0,5,Travel Accessories,21
253,38,26-Apr-10,1000,15,Credit And Payment Products,17
254,17,15-Oct-17,1593,1,stationary,6
255,20,11-Jun-06,0,2,Travel Accessories,21
256,12,21-May-09,0,13,Prime Photos And Prints,23
257,8,15-Jan-16,1000,14,Mobile Accessories,20
258,87,28-Dec-07,1000,4,Jewelry,12
259,38,1-Oct-00,17173,1,sport n fitness,5
260,6,9-Feb-05,0,24,Fire TV,24
261,6,30-Sep-10,2600,3,home n kitchen,7
262,95,23-Apr-04,1000,23,Automotive,16
263,65,19-Sep-14,1000,6,Garden & Tools,18
264,52,18-Jan-06,27987,14,sport n fitness,5
265,64,20-Aug-10,1000,22,Garden & Tools,18
266,74,3-Apr-03,0,9,Prime Photos And Prints,23
267,14,4-Feb-02,0,12,Prime Photos And Prints,23
268,54,9-Jun-09,1000,14,Mobile Accessories,20
269,71,15-Jul-03,1198,1,clothing,2
270,92,14-Aug-02,18955,10,sport n fitness,5
271,53,14-Oct-02,1000,10,Handmade Craft,13
272,6,9-Jul-14,0,22,Prime Photos And Prints,23
273,14,6-Jun-11,1000,17,Mobile Accessories,20
274,75,25-Mar-09,745,21,home n kitchen,7
275,29,20-Aug-15,1000,11,Jewelry,12
276,27,10-Oct-11,2608,21,home n kitchen,7
277,38,5-Sep-10,1000,4,Credit And Payment Products,17
278,82,2-Nov-10,1000,5,Mobile Accessories,20
279,96,4-Sep-12,1000,9,Mobile Accessories,20
280,34,14-Apr-03,1000,22,Movies & Music,19
281,52,5-Sep-12,1000,22,Jewelry,12
282,3,12-Nov-05,0,11,Prime Photos And Prints,23
283,53,16-Mar-08,1848,22,home n kitchen,7
284,30,14-Jul-04,0,16,Fire TV,24
285,59,6-Nov-13,1000,7,Handmade Craft,13
286,65,12-Aug-08,1000,20,Garden & Tools,18
287,35,10-Jun-17,1000,12,Home Services,15
288,91,24-Jun-06,1000,15,Credit And Payment Products,17
289,75,1-Dec-06,1000,4,Beauty Products,11
290,32,5-Oct-03,1000,13,Kindle E-Readers & Books,9
291,87,14-Sep-03,0,16,Appstore For Android,22
292,79,19-Mar-08,2574,8,Gift,8
293,73,17-Jun-14,1000,5,Garden & Tools,18
294,48,24-Mar-10,1000,20,Credit And Payment Products,17
295,18,2-Jun-05,0,6,Appstore For Android,22
296,85,28-Dec-02,144,5,toys n games,4
297,71,27-Jun-02,2118,13,Gift,8
298,85,6-Aug-05,0,4,Prime Photos And Prints,23
299,29,7-Jul-11,1083,2,home n kitchen,7
300,46,19-Sep-09,1000,4,Grocery,10
301,86,16-Jun-00,1000,14,Home Services,15
302,11,28-May-05,1000,23,Grocery,10
303,81,21-Oct-15,2178,12,footware,3
304,34,6-Aug-17,1000,3,Automotive,16
305,20,8-Jan-09,1000,7,Automotive,16
306,68,18-Aug-07,1000,3,Mobile Accessories,20
307,95,5-Apr-11,1714,8,Gift,8
308,77,3-Mar-10,0,16,Appstore For Android,22
309,69,7-Jul-01,1000,20,Handmade Craft,13
310,98,14-Jun-10,2147,21,footware,3
311,73,9-Sep-15,1000,3,Automotive,16
312,55,8-Jun-01,1000,21,Handmade Craft,13
313,65,23-Nov-11,1000,22,Handmade Craft,13
314,12,1-Nov-06,29223,21,sport n fitness,5
315,28,13-Sep-07,1000,1,Automotive,16
316,65,4-Nov-08,443,9,toys n games,4
317,66,24-Aug-15,0,10,Appstore For Android,22
318,32,23-Dec-09,1000,8,Automotive,16
319,43,12-Oct-02,1000,17,Jewelry,12
320,33,25-Jan-14,0,23,Appstore For Android,22
321,69,12-Aug-11,4621,6,Gift,8
322,87,11-Feb-03,1000,7,Credit And Payment Products,17
323,76,14-Jan-11,1009,23,Gift,8
324,99,14-Dec-06,1000,10,Movies & Music,19
325,9,10-Feb-07,1000,15,Movies & Music,19
326,85,15-Oct-16,3160,23,Gift,8
327,32,6-Mar-03,1000,17,Home Services,15
328,19,26-Aug-09,0,11,Fire TV,24
329,88,18-Jan-09,1000,11,Grocery,10
330,43,28-Mar-12,1000,18,Movies & Music,19
331,58,11-Dec-14,2252,18,footware,3
332,38,10-Dec-06,1000,16,Movies & Music,19
333,58,30-Mar-11,1000,8,Automotive,16
334,94,28-Aug-16,2485,14,clothing,2
335,17,20-Jul-13,1000,4,Automotive,16
336,65,25-Feb-12,1000,24,Home Services,15
337,90,4-Oct-11,1000,24,Mobile Accessories,20
338,30,9-Jan-02,402,17,toys n games,4
339,42,1-Jun-03,0,14,Appstore For Android,22
340,99,29-Mar-13,1124,7,footware,3
341,31,21-Dec-02,1804,5,stationary,6
342,36,23-Jun-07,1000,24,Movies & Music,19
343,73,19-Aug-03,0,21,Fire TV,24
344,2,1-Feb-13,1000,11,Movies & Music,19
345,78,1-May-12,2295,21,footware,3
346,23,14-Oct-09,0,15,Travel Accessories,21
347,81,31-Jan-03,1000,16,Handmade Craft,13
348,97,21-Aug-12,189,11,toys n games,4
349,96,30-Jul-15,1000,12,Home Services,15
350,11,30-Oct-03,1000,4,Grocery,10
351,88,29-Jul-03,425,23,toys n games,4
352,43,20-Jun-11,1000,6,Jewelry,12
353,73,31-Oct-01,1000,21,Grocery,10
354,84,1-Dec-11,1000,3,Movies & Music,19
355,10,5-Aug-15,0,19,Prime Photos And Prints,23
356,49,25-Jun-02,0,16,Travel Accessories,21
357,84,18-May-06,22514,22,Electronics,1
358,78,14-Dec-08,1000,15,Jewelry,12
359,47,14-Jun-01,1625,16,Gift,8
360,1,3-Nov-01,1000,23,Automotive,16
361,7,10-May-15,0,5,Prime Photos And Prints,23
362,32,13-May-14,1000,19,Beauty Products,11
363,65,1-Dec-16,1000,3,Kindle E-Readers & Books,9
364,75,13-Jul-14,1000,7,Kindle E-Readers & Books,9
365,88,29-Mar-12,1000,8,Jewelry,12
366,56,17-Aug-08,20648,5,sport n fitness,5
367,27,23-Apr-08,3246,5,Gift,8
368,85,16-Dec-10,1000,2,Grocery,10
369,23,2-Dec-12,0,9,Amazon Video,25
370,61,27-May-03,0,15,Amazon Video,25
371,49,18-Aug-00,1000,13,Credit And Payment Products,17
372,93,8-May-02,1000,16,Automotive,16
373,79,19-Nov-02,0,1,Prime Photos And Prints,23
374,43,17-Jul-15,1000,19,Movies & Music,19
375,70,25-Aug-12,2491,4,home n kitchen,7
376,42,30-Apr-03,419,5,toys n games,4
377,50,26-Apr-10,1000,5,Beauty Products,11
378,45,23-Jun-00,16626,6,Electronics,1
379,90,18-Jul-05,2258,8,clothing,2
380,18,13-Apr-17,2967,14,home n kitchen,7
381,55,10-Jul-07,1000,11,Home Services,15
382,87,20-Nov-09,1000,14,Beauty Products,11
383,6,6-Apr-07,2022,15,home n kitchen,7
384,34,22-Nov-04,1000,13,Crokery,14
385,14,12-Sep-03,1000,18,Garden & Tools,18
386,5,19-Dec-04,1813,15,home n kitchen,7
387,7,27-Apr-03,1918,8,home n kitchen,7
388,11,11-Aug-17,2724,23,footware,3
389,43,21-Jun-14,1000,21,Garden & Tools,18
390,20,28-May-05,0,7,Prime Photos And Prints,23
391,93,30-May-10,1531,17,Gift,8
392,13,2-Sep-12,104,3,toys n games,4
393,93,27-Jan-16,0,22,Appstore For Android,22
394,89,1-Oct-16,1000,21,Grocery,10
395,40,22-Sep-04,116,6,toys n games,4
396,26,14-Mar-11,2591,2,home n kitchen,7
397,66,30-Sep-01,1000,5,Garden & Tools,18
398,24,3-Jun-14,0,22,Travel Accessories,21
399,18,26-Jun-16,1000,22,Automotive,16
400,38,31-Jul-17,2887,2,Gift,8
401,8,8-Mar-11,0,16,Travel Accessories,21
402,38,25-Apr-02,1000,7,Credit And Payment Products,17
403,96,16-Dec-04,1000,16,Mobile Accessories,20
404,95,17-Sep-14,0,11,Prime Photos And Prints,23
405,65,2-Jan-03,1000,3,Beauty Products,11
406,28,27-May-04,1000,15,Grocery,10
407,95,20-Jul-09,1000,19,Handmade Craft,13
408,37,27-Jul-06,1697,14,Gift,8
409,78,2-Mar-04,299,22,toys n games,4
410,37,29-Jul-10,0,22,Prime Photos And Prints,23
411,6,19-Jul-14,1000,4,Automotive,16
412,23,10-Apr-11,1869,9,clothing,2
413,59,20-Aug-07,161,16,toys n games,4
414,42,17-May-05,1000,17,Automotive,16
415,46,12-Jan-16,0,15,Fire TV,24
416,20,29-Aug-07,26436,14,Electronics,1
417,5,8-May-12,0,24,Amazon Video,25
418,75,28-Jan-17,1000,7,Movies & Music,19
419,16,21-Jun-17,181,18,toys n games,4
420,3,29-Dec-17,1897,25,Gift,8
421,52,25-May-06,1000,15,Grocery,10
422,57,9-Mar-00,1000,12,Beauty Products,11
423,28,2-Nov-13,0,23,Travel Accessories,21
424,72,9-Mar-06,1354,8,home n kitchen,7
425,47,6-Jun-09,1000,6,Jewelry,12
426,24,21-Sep-15,1000,7,Automotive,16
427,81,1-Nov-12,1000,20,Automotive,16
428,72,4-Apr-06,1000,21,Beauty Products,11
429,77,12-Apr-01,1000,5,Jewelry,12
430,59,8-Aug-05,2070,19,home n kitchen,7
431,61,1-Jun-04,2591,2,home n kitchen,7
432,90,14-Aug-02,1000,24,Home Services,15
433,44,21-May-03,1000,20,Credit And Payment Products,17
434,25,13-Sep-05,1000,16,Mobile Accessories,20
435,74,9-Feb-08,1000,10,Beauty Products,11
436,37,22-May-04,299,23,toys n games,4
437,7,25-Jul-13,0,2,Amazon Video,25
438,17,26-Mar-05,1000,24,Kindle E-Readers & Books,9
439,15,29-Oct-04,1084,6,Gift,8
440,82,30-Jun-03,1000,19,Home Services,15
441,61,18-Feb-09,1000,6,Garden & Tools,18
442,88,25-Mar-07,1000,7,Handmade Craft,13
443,24,28-Nov-11,1000,23,Mobile Accessories,20
444,19,26-Dec-11,1000,3,Kindle E-Readers & Books,9
445,32,20-Nov-14,167,12,toys n games,4
446,34,7-Sep-08,0,4,Travel Accessories,21
447,63,5-Sep-06,0,18,Appstore For Android,22
448,32,29-Oct-14,1000,21,Crokery,14
449,82,1-Sep-08,1000,10,Garden & Tools,18
450,76,31-May-11,774,20,home n kitchen,7
451,37,5-Feb-06,21912,7,sport n fitness,5
452,72,14-Sep-11,1000,7,Grocery,10
453,94,12-Sep-16,1328,19,Gift,8
454,89,12-Mar-05,1000,12,Garden & Tools,18
455,7,24-Feb-04,1000,21,Crokery,14
456,54,27-Nov-06,1000,3,Grocery,10
457,53,16-Mar-16,1000,15,Jewelry,12
458,56,3-Feb-08,17370,2,Electronics,1
459,44,11-Mar-13,2884,13,home n kitchen,7
460,73,15-Apr-10,3592,20,Gift,8
461,56,29-May-01,0,16,Appstore For Android,22
462,26,6-Oct-08,21406,5,sport n fitness,5
463,4,24-Sep-07,27136,4,sport n fitness,5
464,43,31-Oct-13,1000,7,Jewelry,12
465,21,23-Jan-01,29973,13,Electronics,1
466,37,27-Mar-16,1000,21,Kindle E-Readers & Books,9
467,66,12-May-11,3216,9,Gift,8
468,92,12-Sep-06,1000,16,Garden & Tools,18
469,31,21-Mar-17,1000,10,Handmade Craft,13
470,47,12-Jun-14,0,18,Fire TV,24
471,33,31-Oct-10,1000,23,Movies & Music,19
472,6,20-Aug-14,0,11,Travel Accessories,21
473,21,15-Oct-07,1621,21,stationary,6
474,88,17-Nov-04,1000,2,Handmade Craft,13
475,85,13-Oct-08,2099,13,footware,3
476,29,24-Mar-01,1000,10,Grocery,10
477,96,10-Jan-08,1267,22,home n kitchen,7
478,32,13-May-04,1000,5,Handmade Craft,13
479,39,9-Apr-07,1000,20,Garden & Tools,18
480,4,15-Feb-06,448,4,toys n games,4
481,70,17-Jun-12,0,14,Prime Photos And Prints,23
482,7,17-Mar-08,2001,24,clothing,2
483,72,12-Dec-12,3549,24,stationary,6
484,72,8-Jan-11,1000,20,Automotive,16
485,57,25-May-07,1845,13,footware,3
486,90,18-Jan-04,0,13,Amazon Video,25
487,41,27-Sep-09,1000,11,Home Services,15
488,27,6-Jul-02,1000,3,Crokery,14
489,83,19-Sep-06,0,24,Appstore For Android,22
490,79,29-Oct-15,1000,20,Jewelry,12
491,65,22-Aug-11,1000,19,Garden & Tools,18
492,36,22-Dec-12,1120,20,stationary,6
493,22,2-Jan-00,1000,20,Crokery,14
494,29,1-Oct-06,1000,21,Handmade Craft,13
495,65,16-Jan-09,1000,22,Credit And Payment Products,17
496,75,8-Jun-08,1000,8,Credit And Payment Products,17
497,82,5-Oct-04,1000,10,Automotive,16
498,26,20-Sep-13,1000,2,Jewelry,12
499,52,27-Aug-16,1000,11,Garden & Tools,18
500,69,13-Dec-01,1000,6,Garden & Tools,18
501,5,17-Aug-06,0,3,Appstore For Android,22
502,12,23-Feb-08,1000,19,Crokery,14
503,8,16-Sep-08,1626,6,stationary,6
504,3,5-Jun-03,1000,21,Automotive,16
505,22,18-Feb-16,3619,21,stationary,6
506,18,22-May-10,2921,2,home n kitchen,7
507,73,9-Nov-06,481,21,toys n games,4
508,26,12-Feb-10,1412,11,stationary,6
509,57,9-Mar-04,1000,9,Crokery,14
510,18,24-Aug-11,1000,5,Handmade Craft,13
511,72,11-Aug-16,1000,14,Credit And Payment Products,17
512,4,3-Apr-02,1000,7,Garden & Tools,18
513,29,6-May-06,1000,25,Crokery,14
514,33,7-Dec-15,0,21,Appstore For Android,22
515,46,8-Nov-10,1000,9,Kindle E-Readers & Books,9
516,57,26-Jun-13,0,19,Prime Photos And Prints,23
517,48,28-Sep-11,1000,12,Beauty Products,11
518,27,4-Aug-04,1000,9,Credit And Payment Products,17
519,82,26-May-13,1000,15,Jewelry,12
520,69,16-Aug-15,1000,9,Beauty Products,11
521,8,30-Jun-08,1756,14,clothing,2
522,30,25-Apr-09,4242,21,Gift,8
523,95,8-Dec-07,0,19,Fire TV,24
524,24,15-Feb-02,0,7,Prime Photos And Prints,23
525,30,18-Dec-10,0,9,Appstore For Android,22
526,70,4-Sep-01,3271,13,Gift,8
527,14,4-Dec-02,1000,16,Garden & Tools,18
528,78,4-Jul-08,1000,24,Kindle E-Readers & Books,9
529,95,11-Nov-12,2090,19,clothing,2
530,53,3-Aug-06,1000,5,Jewelry,12
531,71,16-Oct-06,1711,4,home n kitchen,7
532,65,11-Oct-06,1000,15,Jewelry,12
533,75,26-Jun-05,1000,22,Kindle E-Readers & Books,9
534,17,30-Nov-03,3412,24,stationary,6
535,77,1-Nov-08,1000,16,Mobile Accessories,20
536,80,25-Oct-02,0,9,Travel Accessories,21
537,51,6-Nov-13,1000,4,Crokery,14
538,28,9-Feb-09,1000,21,Kindle E-Readers & Books,9
539,94,8-Oct-06,0,8,Travel Accessories,21
540,61,12-Mar-02,28404,10,sport n fitness,5
541,49,26-Apr-00,1000,14,Garden & Tools,18
542,89,2-Jun-09,0,8,Fire TV,24
543,37,1-Aug-13,1000,25,Home Services,15
544,24,25-Nov-13,1000,3,Home Services,15
545,65,28-Mar-02,1000,13,Handmade Craft,13
546,74,28-Jul-02,1000,16,Handmade Craft,13
547,38,19-Feb-15,1000,9,Jewelry,12
548,76,30-Jan-05,1000,2,Kindle E-Readers & Books,9
549,12,14-Nov-12,1000,20,Home Services,15
550,26,28-Jan-17,0,16,Appstore For Android,22
551,36,21-Mar-17,0,18,Fire TV,24
